x,x,Name,Cartridge,Capacity,Damage,Fire Modes,RPM,Dispersion,Initial Speed,Typical Speed,weaponInitialSpeed,Air Resistance,Penetration,Damage at 100m,Damage at 200m,Damage at 300m,Damage at 400m,Damage at 500m,Damage at 1000m,Damage at 1500m,Damage at 2000m,Unlock LevelWeapon Class,Magazine Class,Caliber
X,X,AKMN,57-N-231,30,"=""8.500""",Single\Fullauto,"=""600.00""","=""0.0015999""","=""718""","=""718""","=""0""","=""-0.0016519""","=""5.92|31.59|98.73""","=""7.206""","=""6.109""","=""5.178""","=""4.390""",3.721,1.629,0.713,0.312,X,rhs_weap_akmn,rhs_30rnd_762x39mm = 30rnd AKM 57-N-231,0.55
X,X,AKS-74UN,7N6M,30,"=""7.766""",Single\Fullauto,"=""650.05""","=""0.0017454""","=""734.8""","=""880""","=""-0.835""","=""-0.001139""","=""3.06|16.32|51.01""","=""6.930""","=""6.184""","=""5.518""","=""4.924""",4.394,2.486,1.407,0.796,X,rhs_weap_aks74un,rhs_30rnd_545x39_7n6m_ak = 30rnd AK-74 (Bakelite) 7N6M,0.231884
X,X,AS Val (NPZ),SP-6,20,"=""11.299""",Single\Fullauto,"=""899.55""","=""0.0016300""","=""294.98""","=""295""","=""-1.0535""","=""-0.00052""","=""4.21|22.48|70.24""","=""10.727""","=""10.183""","=""9.667""","=""9.177""",8.712,6.718,5.180,3.994,X,rhs_weap_asval_npz,rhs_20rnd_9x39mm_sp6 = 20rnd AS Val SP-6,0.952381
X,X,AS Val,SP-6,20,"=""11.299""",Single\Fullauto,"=""899.55""","=""0.0016300""","=""294.98""","=""295""","=""-1.0535""","=""-0.00052""","=""4.21|22.48|70.24""","=""10.727""","=""10.183""","=""9.667""","=""9.177""",8.712,6.718,5.180,3.994,X,rhs_weap_asval,rhs_20rnd_9x39mm_sp6 = 20rnd AS Val SP-6,0.952381
X,X,DSR-1,M62 Tracer,5,"=""10.560""",Single,"=""037.50""","=""0.0002909""","=""784.3199999999999""","=""817""","=""-0.96""","=""-0.0006814""","=""5.51|29.41|91.91""","=""9.864""","=""9.215""","=""8.608""","=""8.041""",7.511,5.342,3.800,2.703,X,rhs_weap_dsr1,rhsusf_5rnd_762x51_m62_mag = 5rnd M62 (Tracer),0.45
X,X,IZh-18 12 Gauge,Buckshot,1,"=""35.19 (9*3.91)""",Single,"=""120""","=""0.945""","=""331.8""","=""403.86""","=""0""","=""-0.00634""","=""0.15|00.78|02.42""","=""1.704""","=""0.904""","=""0.480""","=""0.254""",0.135,0.006,0.000,0.000,X,rhs_weap_Izh18,rhsgref_1Rnd_00Buck = 1Rnd 00 Buckshot,0.24
X,X,IZh-18 12 Gauge,Slug,1,"=""28.668""",Single,"=""400.00""","=""0.0002900""","=""395""","=""475.49""","=""0""","=""-0.002042""","=""2.17|11.59|36.23""","=""23.373""","=""19.056""","=""15.536""","=""12.667""",10.327,3.720,1.340,0.483,X,rhs_weap_izh18,rhsgref_1rnd_slug = 1Rnd 12g Slug,0.3048
X,X,Mosin Nagant M38 (Railed),7.62x54r,5,"=""10.945""",Single,"=""037.50""","=""0.0002350""","=""790.0799999999999""","=""828""","=""-0.96""","=""-0.0010922""","=""4.24|22.60|70.62""","=""9.812""","=""8.797""","=""7.887""","=""7.071""",6.339,3.672,2.127,1.232,X,rhs_weap_m38_rail,rhsgref_5rnd_762x54_m38 = 5rnd 7.62x54Rmm clip,0.341151
X,X,Mosin Nagant M38,7.62x54r,5,"=""10.945""",Single,"=""037.50""","=""0.0002350""","=""790.0799999999999""","=""828""","=""-0.96""","=""-0.0010922""","=""4.24|22.60|70.62""","=""9.812""","=""8.797""","=""7.887""","=""7.071""",6.339,3.672,2.127,1.232,X,rhs_weap_m38,rhsgref_5rnd_762x54_m38 = 5rnd 7.62x54Rmm clip,0.341151
X,X,M76,M75 Ball,10,"=""10.061""",Single,"=""600.00""","=""0.0009500""","=""730""","=""838""","=""0""","=""-0.0006814""","=""5.66|30.17|94.28""","=""9.399""","=""8.780""","=""8.201""","=""7.661""",7.156,5.090,3.620,2.575,X,rhs_weap_m76,rhsgref_10rnd_792x57_m76 = 10rnd M76 7.9x57mm M75,0.45
X,X,M84,57-N-323S,250,"=""11.054""",Fullauto,"=""700.00""","=""0.0008700""","=""798""","=""828""","=""0""","=""-0.0010922""","=""4.24|22.60|70.62""","=""9.911""","=""8.885""","=""7.966""","=""7.142""",6.403,3.709,2.148,1.244,X,rhs_weap_m84,rhssaf_250rnd_762x54r = 250Rnd M84 Belt 7.62x54mm M30,0.341151
X,X,PKM,57-N-323S,100,"=""11.054""",Fullauto,"=""652.17""","=""0.0015999""","=""798""","=""828""","=""0""","=""-0.0010922""","=""4.24|22.60|70.62""","=""9.911""","=""8.885""","=""7.966""","=""7.142""",6.403,3.709,2.148,1.244,X,rhs_weap_pkm,rhs_100rnd_762x54mmr = 100rnd PKM 57-N-323S,0.341151
X,X,PKP,57-N-323S,100,"=""11.054""",Single\Fullauto,"=""652.17""","=""0.0010100""","=""798""","=""828""","=""0""","=""-0.0010922""","=""4.24|22.60|70.62""","=""9.911""","=""8.885""","=""7.966""","=""7.142""",6.403,3.709,2.148,1.244,X,rhs_weap_pkp,rhs_100rnd_762x54mmr = 100rnd PKM 57-N-323S,0.341151
X,X,Sa vz. 58P (Rail),57-N-231,30,"=""8.500""",Single\Fullauto,"=""800.00""","=""0.0021000""","=""718""","=""718""","=""0""","=""-0.0016519""","=""5.92|31.59|98.73""","=""7.206""","=""6.109""","=""5.178""","=""4.390""",3.721,1.629,0.713,0.312,X,rhs_weap_savz58p_rail,rhs_30rnd_762x39mm = 30rnd AKM 57-N-231,0.55
X,X,Sa vz. 58V (Folded),57-N-231,30,"=""8.500""",Single\Fullauto,"=""800.00""","=""0.0021000""","=""718""","=""718""","=""0""","=""-0.0016519""","=""5.92|31.59|98.73""","=""7.206""","=""6.109""","=""5.178""","=""4.390""",3.721,1.629,0.713,0.312,X,rhs_weap_savz58v_fold,rhs_30rnd_762x39mm = 30rnd AKM 57-N-231,0.55
X,X,SVDM (NPZ),7N14 AP,10,"=""13.610""",Single,"=""705.88""","=""0.0006400""","=""823""","=""823""","=""0""","=""-0.000756""","=""11.29|60.22|188.19""","=""12.619""","=""11.700""","=""10.848""","=""10.058""",9.326,6.390,4.379,3.001,X,rhs_weap_svdp_npz,rhs_10rnd_762x54mmr_7n14 = 10rnd SVD 7N14,0.914634
X,X,SVDM,7N14 AP,10,"=""13.610""",Single,"=""705.88""","=""0.0006400""","=""823""","=""823""","=""0""","=""-0.000756""","=""11.29|60.22|188.19""","=""12.619""","=""11.700""","=""10.848""","=""10.058""",9.326,6.390,4.379,3.001,X,rhs_weap_svdp,rhs_10rnd_762x54mmr_7n14 = 10rnd SVD 7N14,0.914634
X,X,T-5000,.338 Lapua,5,"=""16.629""",Single,"=""037.50""","=""0.0002909""","=""925""","=""890""","=""0""","=""-0.00061""","=""26.70|142.40|445.00""","=""15.645""","=""14.719""","=""13.848""","=""13.029""",12.258,9.035,6.660,4.909,X,rhs_weap_t5000,rhs_5rnd_338lapua_t5000 = 5rnd T-5000 .338,2
X,X,VHS-D2,M855A1,30,"=""8.531""",Single\Fullauto,"=""845.07""","=""0.0021000""","=""910""","=""960""","=""0""","=""-0.000772""","=""9.36|49.92|156.00""","=""7.897""","=""7.311""","=""6.768""","=""6.265""",5.799,3.942,2.680,1.822,X,rhs_weap_vhsd2,rhsgref_30rnd_556x45_vhs2 = 30rnd VHS-2 M855A1,0.65
X,X,VSS Vintorez (NPZ),SP-5,10,"=""9.499""",Single\Fullauto,"=""600.00""","=""0.0014300""","=""294.98""","=""295""","=""-1.0535""","=""-0.00052""","=""0.98|05.24|16.39""","=""9.018""","=""8.561""","=""8.127""","=""7.715""",7.324,5.648,4.355,3.358,X,rhs_weap_vss_npz,rhs_10rnd_9x39mm_sp5 = 10rnd AS Val SP-5,0.222222
X,X,VSS Vintorez,SP-5,10,"=""9.499""",Single\Fullauto,"=""600.00""","=""0.0014300""","=""294.98""","=""295""","=""-1.0535""","=""-0.00052""","=""0.98|05.24|16.39""","=""9.018""","=""8.561""","=""8.127""","=""7.715""",7.324,5.648,4.355,3.358,X,rhs_weap_vss,rhs_10rnd_9x39mm_sp5 = 10rnd AS Val SP-5,0.222222
