Loadout,Name,Mass,Head Armor,Head Passthrough,Head Simulation,Neck Armor,Neck Passthrough,Neck Simulation,Chest Armor,Chest Passthrough,Chest Simulation,Body Armor,Body Passthrough,Body Simulation,Diaphragm Armor,Diaphragm Passthrough,Diaphragm Simulation,Abdomen Armor,Abdomen Passthrough,Abdomen Simulation,AllowedSlots,II_GeneralMacro,ModelSides,IIType,AllowedFacewear,_GeneralMacro,DescriptionShort,Type,Access,Value
Airborne (Desert),6B23 EMR-Summer (6Sh92/Radio) SpNz,70,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 4,131072,3,2
Airborne (Desert),6B28 EMR-Summer (ESS),40,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 7, 'rhs_scarf', 2, 'G_Aviator', 1]",H_HelmetB,Armor Level II,131072,3,2
Spetsnaz Light,Gorka-R (Yellow),40,[],,[],801,[],,,131072,3,2
Spetsnaz Light,6B23 (6Sh116),80,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 4,131072,3,2
Spetsnaz Light,Beanie,5,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 8, 'rhs_scarf', 1, 'G_Aviator', 1]",H_HelmetB,No Armor,131072,3,2
Spetsnaz Narksman,Gorka-R (Green),40,[],,[],801,[],,,131072,3,2
Spetsnaz Narksman,6Sh92 EMR-Summer (VOG/Headset),20,[],VestItem,[],701,[],Vest_Camo_Base,No Armor,131072,3,2
Spetsnaz Narksman,Boonie Hat EMR-Summer,10,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 7, 'rhs_scarf', 2, 'G_Aviator', 1]",,No Armor,131072,3,2
Spetsnaz,Gorka-R (Green),40,[],,[],801,[],,,131072,3,2
Spetsnaz,6B23 EMR-Summer (6Sh92/VOG/Radio) SpNz,75,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 4,131072,3,2
Spetsnaz,6B47,40,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 7, 'rhs_scarf', 2, 'G_Aviator', 1]",H_HelmetB,Armor Level II,131072,3,2
Infantry Assault,Gorka-R (Green),40,[],,[],801,[],,,131072,3,2
Infantry Assault,6B43,80,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level 6,131072,3,2
Infantry Assault,Altyn (Visor Down),40,"[801, 901, 701, 605]",HeadgearItem,[6],605,[],H_HelmetB,Armor Level II,131072,3,2
Infantry Assault,Balaclava (Olive),0,[],,[],0,[],G_Balaclava_blk,,0,0,0
