Name,Cartridge,Capacity,Damage,Indirect Damage,Indirect Range,Submunition Damage,Submunition Indirect Damage,Submunition Indirect Range,Submunition,Sub-Submunition,Submunition Cone,Warhead,Submunition Warhead,Fire Modes,RPM,Dispersion,Time To Live,Initial Speed,Typical Speed,weaponInitialSpeed,Air Resistance,Side Air Resistance,Control Range,RHS Guide Mode,RHS Saclos,RHS Ballistic Mode,RHA Penetration (mm),Concrete Penetration (mm),Meat Penetration (mm),Submunition RHA Penetration (mm),Submunition Concrete Penetration (mm),Submunition Meat Penetration (mm),Thrust,Thrust Time,Max speed,Manoeuvrability,Track Oversteer,Track Lead,Control Cone,Flight Profiles,Damage at 100m,Damage at 500m,Damage at 1000m,Damage at 1500m,Damage at 2000m,Damage at 3000m,Damage at 4000m,Damage at 5000m,Weapon Class,Magazine Class,Caliber,Submunition Caliber,Sub-submunition Caliber
M2 CSAMM,M903 SLAP,200,49.794,0,0,[],[],[],[],[],,,,manual,0600.0,0.0014400,10,1210,1215,0,-0.00036000,1,350,,0,0,51.00,272.00,850.00,0,0,0,210,1.5,0,1,1,1,0,[],47.836,41.420,34.597,28.898,24.138,16.840,11.749,8.197,rhs_m2_abrams_gunner,rhs_mag_200rnd_127x99_slap_mag,2.80992,[],[]
M2 CSAMM,M903 SLAP,200,49.794,0,0,[],[],[],[],[],,,,manual,0600.0,0.0014400,10,1210,1215,0,-0.00036000,1,350,,0,0,51.00,272.00,850.00,0,0,0,210,1.5,0,1,1,1,0,[],47.836,41.420,34.597,28.898,24.138,16.840,11.749,8.197,rhs_m2_abrams_gunner,rhs_mag_200rnd_127x99_slap_mag_tracer_red,2.80992,[],[]
M2 HMG .50,M2 Ball,100,30.000,0,0,[],[],[],[],[],,,,manual,0600.0,0.0014400,10,880,880,0,-0.00086000,1,350,,0,0,31.00,165.33,516.67,0,0,0,210,1.5,0,1,1,1,0,[],27.528,19.515,12.695,8.258,5.372,2.273,0.962,0.407,rhs_m2_crows_m153_abrams,rhs_mag_100rnd_127x99_mag,2.34848,[],[]
M2 HMG .50,M2 Ball,100,30.000,0,0,[],[],[],[],[],,,,manual,0600.0,0.0014400,10,880,880,0,-0.00086000,1,350,,0,0,31.00,165.33,516.67,0,0,0,210,1.5,0,1,1,1,0,[],27.528,19.515,12.695,8.258,5.372,2.273,0.962,0.407,rhs_m2_crows_m153_abrams,rhs_mag_100rnd_127x99_mag_tracer_red,2.34848,[],[]
M2 HMG .50,M2 Ball,100,30.000,0,0,[],[],[],[],[],,,,manual,0600.0,0.0014400,10,880,880,0,-0.00086000,1,350,,0,0,31.00,165.33,516.67,0,0,0,210,1.5,0,1,1,1,0,[],27.528,19.515,12.695,8.258,5.372,2.273,0.962,0.407,rhs_m2_crows_m153_abrams,rhs_mag_100rnd_127x99_mag_tracer_green,2.34848,[],[]
M2 HMG .50,M2 Ball,100,30.000,0,0,[],[],[],[],[],,,,manual,0600.0,0.0014400,10,880,880,0,-0.00086000,1,350,,0,0,31.00,165.33,516.67,0,0,0,210,1.5,0,1,1,1,0,[],27.528,19.515,12.695,8.258,5.372,2.273,0.962,0.407,rhs_m2_crows_m153_abrams,rhs_mag_100rnd_127x99_mag_tracer_yellow,2.34848,[],[]
M2 HMG .50,M903 SLAP,100,49.794,0,0,[],[],[],[],[],,,,manual,0600.0,0.0014400,10,1210,1215,0,-0.00036000,1,350,,0,0,51.00,272.00,850.00,0,0,0,210,1.5,0,1,1,1,0,[],47.836,41.420,34.597,28.898,24.138,16.840,11.749,8.197,rhs_m2_crows_m153_abrams,rhs_mag_100rnd_127x99_slap_mag,2.80992,[],[]
M2 HMG .50,M903 SLAP,100,49.794,0,0,[],[],[],[],[],,,,manual,0600.0,0.0014400,10,1210,1215,0,-0.00036000,1,350,,0,0,51.00,272.00,850.00,0,0,0,210,1.5,0,1,1,1,0,[],47.836,41.420,34.597,28.898,24.138,16.840,11.749,8.197,rhs_m2_crows_m153_abrams,rhs_mag_100rnd_127x99_slap_mag_tracer_red,2.80992,[],[]
M2 HMG .50,M903 SLAP,100,49.794,0,0,[],[],[],[],[],,,,manual,0600.0,0.0014400,10,1210,1215,0,-0.00036000,1,350,,0,0,51.00,272.00,850.00,0,0,0,210,1.5,0,1,1,1,0,[],47.836,41.420,34.597,28.898,24.138,16.840,11.749,8.197,rhs_m2_crows_m153_abrams,rhs_mag_100rnd_127x99_slap_mag_tracer_green,2.80992,[],[]
M2 HMG .50,M903 SLAP,100,49.794,0,0,[],[],[],[],[],,,,manual,0600.0,0.0014400,10,1210,1215,0,-0.00036000,1,350,,0,0,51.00,272.00,850.00,0,0,0,210,1.5,0,1,1,1,0,[],47.836,41.420,34.597,28.898,24.138,16.840,11.749,8.197,rhs_m2_crows_m153_abrams,rhs_mag_100rnd_127x99_slap_mag_tracer_yellow,2.80992,[],[]
M2 HMG .50,M2 Ball,200,30.000,0,0,[],[],[],[],[],,,,manual,0600.0,0.0014400,10,880,880,0,-0.00086000,1,350,,0,0,31.00,165.33,516.67,0,0,0,210,1.5,0,1,1,1,0,[],27.528,19.515,12.695,8.258,5.372,2.273,0.962,0.407,rhs_m2_crows_m153_abrams,rhs_mag_200rnd_127x99_mag,2.34848,[],[]
M2 HMG .50,M2 Ball,200,30.000,0,0,[],[],[],[],[],,,,manual,0600.0,0.0014400,10,880,880,0,-0.00086000,1,350,,0,0,31.00,165.33,516.67,0,0,0,210,1.5,0,1,1,1,0,[],27.528,19.515,12.695,8.258,5.372,2.273,0.962,0.407,rhs_m2_crows_m153_abrams,rhs_mag_200rnd_127x99_mag_tracer_red,2.34848,[],[]
M2 HMG .50,M903 SLAP,200,49.794,0,0,[],[],[],[],[],,,,manual,0600.0,0.0014400,10,1210,1215,0,-0.00036000,1,350,,0,0,51.00,272.00,850.00,0,0,0,210,1.5,0,1,1,1,0,[],47.836,41.420,34.597,28.898,24.138,16.840,11.749,8.197,rhs_m2_crows_m153_abrams,rhs_mag_200rnd_127x99_slap_mag,2.80992,[],[]
M2 HMG .50,M903 SLAP,200,49.794,0,0,[],[],[],[],[],,,,manual,0600.0,0.0014400,10,1210,1215,0,-0.00036000,1,350,,0,0,51.00,272.00,850.00,0,0,0,210,1.5,0,1,1,1,0,[],47.836,41.420,34.597,28.898,24.138,16.840,11.749,8.197,rhs_m2_crows_m153_abrams,rhs_mag_200rnd_127x99_slap_mag_tracer_red,2.80992,[],[]
M2 HMG .50,M2 Ball,400,30.000,0,0,[],[],[],[],[],,,,manual,0600.0,0.0014400,10,880,880,0,-0.00086000,1,350,,0,0,31.00,165.33,516.67,0,0,0,210,1.5,0,1,1,1,0,[],27.528,19.515,12.695,8.258,5.372,2.273,0.962,0.407,rhs_m2_crows_m153_abrams,rhs_mag_400rnd_127x99_mag,2.34848,[],[]
M2 HMG .50,M2 Ball,400,30.000,0,0,[],[],[],[],[],,,,manual,0600.0,0.0014400,10,880,880,0,-0.00086000,1,350,,0,0,31.00,165.33,516.67,0,0,0,210,1.5,0,1,1,1,0,[],27.528,19.515,12.695,8.258,5.372,2.273,0.962,0.407,rhs_m2_crows_m153_abrams,rhs_mag_400rnd_127x99_mag_tracer_red,2.34848,[],[]
M2 HMG .50,M903 SLAP,400,49.794,0,0,[],[],[],[],[],,,,manual,0600.0,0.0014400,10,1210,1215,0,-0.00036000,1,350,,0,0,51.00,272.00,850.00,0,0,0,210,1.5,0,1,1,1,0,[],47.836,41.420,34.597,28.898,24.138,16.840,11.749,8.197,rhs_m2_crows_m153_abrams,rhs_mag_400rnd_127x99_slap_mag,2.80992,[],[]
M2 HMG .50,M903 SLAP,400,49.794,0,0,[],[],[],[],[],,,,manual,0600.0,0.0014400,10,1210,1215,0,-0.00036000,1,350,,0,0,51.00,272.00,850.00,0,0,0,210,1.5,0,1,1,1,0,[],47.836,41.420,34.597,28.898,24.138,16.840,11.749,8.197,rhs_m2_crows_m153_abrams,rhs_mag_400rnd_127x99_slap_mag_tracer_red,2.80992,[],[]
M2 HMG .50,M2 Ball,100,30.000,0,0,[],[],[],[],[],,,,manual,0600.0,0.0014400,10,880,880,0,-0.00086000,1,350,,0,0,31.00,165.33,516.67,0,0,0,210,1.5,0,1,1,1,0,[],27.528,19.515,12.695,8.258,5.372,2.273,0.962,0.407,rhs_m2_m1117,rhs_mag_100rnd_127x99_mag,2.34848,[],[]
M2 HMG .50,M2 Ball,100,30.000,0,0,[],[],[],[],[],,,,manual,0600.0,0.0014400,10,880,880,0,-0.00086000,1,350,,0,0,31.00,165.33,516.67,0,0,0,210,1.5,0,1,1,1,0,[],27.528,19.515,12.695,8.258,5.372,2.273,0.962,0.407,rhs_m2_m1117,rhs_mag_100rnd_127x99_mag_tracer_red,2.34848,[],[]
M2 HMG .50,M2 Ball,100,30.000,0,0,[],[],[],[],[],,,,manual,0600.0,0.0014400,10,880,880,0,-0.00086000,1,350,,0,0,31.00,165.33,516.67,0,0,0,210,1.5,0,1,1,1,0,[],27.528,19.515,12.695,8.258,5.372,2.273,0.962,0.407,rhs_m2_m1117,rhs_mag_100rnd_127x99_mag_tracer_green,2.34848,[],[]
M2 HMG .50,M2 Ball,100,30.000,0,0,[],[],[],[],[],,,,manual,0600.0,0.0014400,10,880,880,0,-0.00086000,1,350,,0,0,31.00,165.33,516.67,0,0,0,210,1.5,0,1,1,1,0,[],27.528,19.515,12.695,8.258,5.372,2.273,0.962,0.407,rhs_m2_m1117,rhs_mag_100rnd_127x99_mag_tracer_yellow,2.34848,[],[]
M2 HMG .50,M903 SLAP,100,49.794,0,0,[],[],[],[],[],,,,manual,0600.0,0.0014400,10,1210,1215,0,-0.00036000,1,350,,0,0,51.00,272.00,850.00,0,0,0,210,1.5,0,1,1,1,0,[],47.836,41.420,34.597,28.898,24.138,16.840,11.749,8.197,rhs_m2_m1117,rhs_mag_100rnd_127x99_slap_mag,2.80992,[],[]
M2 HMG .50,M903 SLAP,100,49.794,0,0,[],[],[],[],[],,,,manual,0600.0,0.0014400,10,1210,1215,0,-0.00036000,1,350,,0,0,51.00,272.00,850.00,0,0,0,210,1.5,0,1,1,1,0,[],47.836,41.420,34.597,28.898,24.138,16.840,11.749,8.197,rhs_m2_m1117,rhs_mag_100rnd_127x99_slap_mag_tracer_red,2.80992,[],[]
M2 HMG .50,M903 SLAP,100,49.794,0,0,[],[],[],[],[],,,,manual,0600.0,0.0014400,10,1210,1215,0,-0.00036000,1,350,,0,0,51.00,272.00,850.00,0,0,0,210,1.5,0,1,1,1,0,[],47.836,41.420,34.597,28.898,24.138,16.840,11.749,8.197,rhs_m2_m1117,rhs_mag_100rnd_127x99_slap_mag_tracer_green,2.80992,[],[]
M2 HMG .50,M903 SLAP,100,49.794,0,0,[],[],[],[],[],,,,manual,0600.0,0.0014400,10,1210,1215,0,-0.00036000,1,350,,0,0,51.00,272.00,850.00,0,0,0,210,1.5,0,1,1,1,0,[],47.836,41.420,34.597,28.898,24.138,16.840,11.749,8.197,rhs_m2_m1117,rhs_mag_100rnd_127x99_slap_mag_tracer_yellow,2.80992,[],[]
M2 HMG .50,M2 Ball,200,30.000,0,0,[],[],[],[],[],,,,manual,0600.0,0.0014400,10,880,880,0,-0.00086000,1,350,,0,0,31.00,165.33,516.67,0,0,0,210,1.5,0,1,1,1,0,[],27.528,19.515,12.695,8.258,5.372,2.273,0.962,0.407,rhs_m2_m1117,rhs_mag_200rnd_127x99_mag,2.34848,[],[]
M2 HMG .50,M2 Ball,200,30.000,0,0,[],[],[],[],[],,,,manual,0600.0,0.0014400,10,880,880,0,-0.00086000,1,350,,0,0,31.00,165.33,516.67,0,0,0,210,1.5,0,1,1,1,0,[],27.528,19.515,12.695,8.258,5.372,2.273,0.962,0.407,rhs_m2_m1117,rhs_mag_200rnd_127x99_mag_tracer_red,2.34848,[],[]
M2 HMG .50,M903 SLAP,200,49.794,0,0,[],[],[],[],[],,,,manual,0600.0,0.0014400,10,1210,1215,0,-0.00036000,1,350,,0,0,51.00,272.00,850.00,0,0,0,210,1.5,0,1,1,1,0,[],47.836,41.420,34.597,28.898,24.138,16.840,11.749,8.197,rhs_m2_m1117,rhs_mag_200rnd_127x99_slap_mag,2.80992,[],[]
M2 HMG .50,M903 SLAP,200,49.794,0,0,[],[],[],[],[],,,,manual,0600.0,0.0014400,10,1210,1215,0,-0.00036000,1,350,,0,0,51.00,272.00,850.00,0,0,0,210,1.5,0,1,1,1,0,[],47.836,41.420,34.597,28.898,24.138,16.840,11.749,8.197,rhs_m2_m1117,rhs_mag_200rnd_127x99_slap_mag_tracer_red,2.80992,[],[]
M2 HMG .50,M2 Ball,100,30.000,0,0,[],[],[],[],[],,,,manual,0600.0,0.0014400,10,880,880,0,-0.00086000,1,350,,0,0,31.00,165.33,516.67,0,0,0,210,1.5,0,1,1,1,0,[],27.528,19.515,12.695,8.258,5.372,2.273,0.962,0.407,rhs_m2,rhs_mag_100rnd_127x99_mag,2.34848,[],[]
M2 HMG .50,M2 Ball,100,30.000,0,0,[],[],[],[],[],,,,manual,0600.0,0.0014400,10,880,880,0,-0.00086000,1,350,,0,0,31.00,165.33,516.67,0,0,0,210,1.5,0,1,1,1,0,[],27.528,19.515,12.695,8.258,5.372,2.273,0.962,0.407,rhs_m2,rhs_mag_100rnd_127x99_mag_tracer_red,2.34848,[],[]
M2 HMG .50,M2 Ball,100,30.000,0,0,[],[],[],[],[],,,,manual,0600.0,0.0014400,10,880,880,0,-0.00086000,1,350,,0,0,31.00,165.33,516.67,0,0,0,210,1.5,0,1,1,1,0,[],27.528,19.515,12.695,8.258,5.372,2.273,0.962,0.407,rhs_m2,rhs_mag_100rnd_127x99_mag_tracer_green,2.34848,[],[]
M2 HMG .50,M2 Ball,100,30.000,0,0,[],[],[],[],[],,,,manual,0600.0,0.0014400,10,880,880,0,-0.00086000,1,350,,0,0,31.00,165.33,516.67,0,0,0,210,1.5,0,1,1,1,0,[],27.528,19.515,12.695,8.258,5.372,2.273,0.962,0.407,rhs_m2,rhs_mag_100rnd_127x99_mag_tracer_yellow,2.34848,[],[]
M2 HMG .50,M903 SLAP,100,49.794,0,0,[],[],[],[],[],,,,manual,0600.0,0.0014400,10,1210,1215,0,-0.00036000,1,350,,0,0,51.00,272.00,850.00,0,0,0,210,1.5,0,1,1,1,0,[],47.836,41.420,34.597,28.898,24.138,16.840,11.749,8.197,rhs_m2,rhs_mag_100rnd_127x99_slap_mag,2.80992,[],[]
M2 HMG .50,M903 SLAP,100,49.794,0,0,[],[],[],[],[],,,,manual,0600.0,0.0014400,10,1210,1215,0,-0.00036000,1,350,,0,0,51.00,272.00,850.00,0,0,0,210,1.5,0,1,1,1,0,[],47.836,41.420,34.597,28.898,24.138,16.840,11.749,8.197,rhs_m2,rhs_mag_100rnd_127x99_slap_mag_tracer_red,2.80992,[],[]
M2 HMG .50,M903 SLAP,100,49.794,0,0,[],[],[],[],[],,,,manual,0600.0,0.0014400,10,1210,1215,0,-0.00036000,1,350,,0,0,51.00,272.00,850.00,0,0,0,210,1.5,0,1,1,1,0,[],47.836,41.420,34.597,28.898,24.138,16.840,11.749,8.197,rhs_m2,rhs_mag_100rnd_127x99_slap_mag_tracer_green,2.80992,[],[]
M2 HMG .50,M903 SLAP,100,49.794,0,0,[],[],[],[],[],,,,manual,0600.0,0.0014400,10,1210,1215,0,-0.00036000,1,350,,0,0,51.00,272.00,850.00,0,0,0,210,1.5,0,1,1,1,0,[],47.836,41.420,34.597,28.898,24.138,16.840,11.749,8.197,rhs_m2,rhs_mag_100rnd_127x99_slap_mag_tracer_yellow,2.80992,[],[]
M2 HMG .50,M2 Ball,200,30.000,0,0,[],[],[],[],[],,,,manual,0600.0,0.0014400,10,880,880,0,-0.00086000,1,350,,0,0,31.00,165.33,516.67,0,0,0,210,1.5,0,1,1,1,0,[],27.528,19.515,12.695,8.258,5.372,2.273,0.962,0.407,rhs_m2,rhs_mag_200rnd_127x99_mag,2.34848,[],[]
M2 HMG .50,M2 Ball,200,30.000,0,0,[],[],[],[],[],,,,manual,0600.0,0.0014400,10,880,880,0,-0.00086000,1,350,,0,0,31.00,165.33,516.67,0,0,0,210,1.5,0,1,1,1,0,[],27.528,19.515,12.695,8.258,5.372,2.273,0.962,0.407,rhs_m2,rhs_mag_200rnd_127x99_mag_tracer_red,2.34848,[],[]
M2 HMG .50,M903 SLAP,200,49.794,0,0,[],[],[],[],[],,,,manual,0600.0,0.0014400,10,1210,1215,0,-0.00036000,1,350,,0,0,51.00,272.00,850.00,0,0,0,210,1.5,0,1,1,1,0,[],47.836,41.420,34.597,28.898,24.138,16.840,11.749,8.197,rhs_m2,rhs_mag_200rnd_127x99_slap_mag,2.80992,[],[]
M2 HMG .50,M903 SLAP,200,49.794,0,0,[],[],[],[],[],,,,manual,0600.0,0.0014400,10,1210,1215,0,-0.00036000,1,350,,0,0,51.00,272.00,850.00,0,0,0,210,1.5,0,1,1,1,0,[],47.836,41.420,34.597,28.898,24.138,16.840,11.749,8.197,rhs_m2,rhs_mag_200rnd_127x99_slap_mag_tracer_red,2.80992,[],[]
Mk. 19,M384 HE,48,40.000,8,6,[],[],[],[],[],,HE,,manual,0400.0,0.0050000,40,240,185,0,-0.00080000,1,350,,0,0,07.20,38.40,120.00,0,0,0,210,1.5,0,1,1,1,0,[],40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,rhs_mk19,rhs_48rnd_40mm_mk19,2,[],[]
Mk. 19,M430I HEDP,48,35.000,8,6,[90],[0],[0],['rhs_ammo_mk19m3_M430I_penetrator'],['rhs_ammo_spall'],,,HEATHEAT,manual,0400.0,0.0050000,40,240,185,0,-0.00080000,1,350,,0,0,07.20,38.40,120.00,52.65,280.80,877.50,210,1.5,0,1,1,1,0,[],35.000,35.000,35.000,35.000,35.000,35.000,35.000,35.000,rhs_mk19,rhs_48rnd_40mm_mk19_m430i,2,[3.33333],[10]
Mk. 19,M430A1 HEDP,48,35.000,8,6,[90],[0],[0],['rhs_ammo_mk19m3_M430A1_penetrator'],['rhs_ammo_spall'],,,HEATHEAT,manual,0400.0,0.0050000,40,240,185,0,-0.00080000,1,350,,0,0,07.20,38.40,120.00,80.03,426.82,1333.80,210,1.5,0,1,1,1,0,[],35.000,35.000,35.000,35.000,35.000,35.000,35.000,35.000,rhs_mk19,rhs_48rnd_40mm_mk19_m430a1,2,[5.06667],[10]
Mk. 19,M1001 Canister,48,40.000,8,6,[224],[0],[0.15],['rhs_ammo_flechettes'],[],randomcenter,,,manual,0400.0,0.0050000,40,240,185,0,-0.00080000,1,350,,0,0,07.20,38.40,120.00,00.00,00.00,00.00,210,1.5,0,1,1,1,0,[],40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,rhs_mk19,rhs_48rnd_40mm_mk19_m1001,2,[1],[0]
Mk. 19,M384 HE,96,40.000,8,6,[],[],[],[],[],,HE,,manual,0400.0,0.0050000,40,240,185,0,-0.00080000,1,350,,0,0,07.20,38.40,120.00,0,0,0,210,1.5,0,1,1,1,0,[],40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,rhs_mk19,rhs_96rnd_40mm_mk19,2,[],[]
Mk. 19,M430I HEDP,96,35.000,8,6,[90],[0],[0],['rhs_ammo_mk19m3_M430I_penetrator'],['rhs_ammo_spall'],,,HEATHEAT,manual,0400.0,0.0050000,40,240,185,0,-0.00080000,1,350,,0,0,07.20,38.40,120.00,52.65,280.80,877.50,210,1.5,0,1,1,1,0,[],35.000,35.000,35.000,35.000,35.000,35.000,35.000,35.000,rhs_mk19,rhs_96rnd_40mm_mk19_m430i,2,[3.33333],[10]
Mk. 19,M430A1 HEDP,96,35.000,8,6,[90],[0],[0],['rhs_ammo_mk19m3_M430A1_penetrator'],['rhs_ammo_spall'],,,HEATHEAT,manual,0400.0,0.0050000,40,240,185,0,-0.00080000,1,350,,0,0,07.20,38.40,120.00,80.03,426.82,1333.80,210,1.5,0,1,1,1,0,[],35.000,35.000,35.000,35.000,35.000,35.000,35.000,35.000,rhs_mk19,rhs_96rnd_40mm_mk19_m430a1,2,[5.06667],[10]
Mk. 19,M1001 Canister,96,40.000,8,6,[224],[0],[0.15],['rhs_ammo_flechettes'],[],randomcenter,,,manual,0400.0,0.0050000,40,240,185,0,-0.00080000,1,350,,0,0,07.20,38.40,120.00,00.00,00.00,00.00,210,1.5,0,1,1,1,0,[],40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,rhs_mk19,rhs_96rnd_40mm_mk19_m1001,2,[1],[0]
2A14,RHS_ammo_23mm_AA,100,60.000,40,1.8,[],[],[],[],[],,HE,,manual,2000.0,0.0050000,14,980,960,0,-0.00047100,1,350,,0,0,16.32,87.02,271.95,0,0,0,210,1.5,0,1,1,1,0,[],59.373,55.359,51.297,48.088,45.551,41.964,39.724,38.325,rhs_weap_2a14,rhs_mag_azp23_100,1.11,[],[]
2A14,RHS_ammo_23mm_AA,100,60.000,40,1.8,[],[],[],[],[],,HE,,manual,2000.0,0.0050000,14,980,960,0,-0.00047100,1,350,,0,0,16.32,87.02,271.95,0,0,0,210,1.5,0,1,1,1,0,[],59.373,55.359,51.297,48.088,45.551,41.964,39.724,38.325,rhs_weap_2a14,rhs_mag_azp23_100_veh,1.11,[],[]
2A14,rhs_ammo_bzt_23x115mm,100,70.000,1,0.3,[],[],[],[],[],,AP,,manual,2000.0,0.0050000,25,980,1120,0,-0.00047100,1,350,,0,0,53.78,286.83,896.34,0,0,0,210,1.5,0,1,1,1,0,[],58.432,48.398,38.243,30.219,23.878,14.909,9.309,5.812,rhs_weap_2a14,rhs_mag_azp23_100_ap,3.65854,[],[]
2A14,rhs_ammo_bzt_23x115mm,100,70.000,1,0.3,[],[],[],[],[],,AP,,manual,2000.0,0.0050000,25,980,1120,0,-0.00047100,1,350,,0,0,53.78,286.83,896.34,0,0,0,210,1.5,0,1,1,1,0,[],58.432,48.398,38.243,30.219,23.878,14.909,9.309,5.812,rhs_weap_2a14,rhs_mag_azp23_100_ap_veh,3.65854,[],[]
2A28,OG15V,16,82.086,45,5,[],[],[],[],[],,HE,,player|topdown,0010.0,"['0.0037500', '0.0005700']",360,290,350,0,-0.00011934,1,350,,0,0,147.90,788.80,2465.00,0,0,0,210,1.5,0,1,1,1,0,[],79.533,78.995,78.358,77.758,77.193,76.159,75.241,74.426,rhs_weap_2a28,rhs_mag_og15v_16,34,[],[]
2A28,OG15V,20,82.086,45,5,[],[],[],[],[],,HE,,player|topdown,0010.0,"['0.0037500', '0.0005700']",360,290,350,0,-0.00011934,1,350,,0,0,147.90,788.80,2465.00,0,0,0,210,1.5,0,1,1,1,0,[],79.533,78.995,78.358,77.758,77.193,76.159,75.241,74.426,rhs_weap_2a28,rhs_mag_og15v_20,34,[],[]
