Name,Cartridge,Capacity,Damage,Warhead,Fire Modes,RPM,Dispersion,Time To Live,Initial Speed,Typical Speed,weaponInitialSpeed,Air Resistance,RHA Penetration,Concrete Penetration,Meat Penetration,Damage at 100m,Damage at 200m,Damage at 300m,Damage at 400m,Damage at 500m,Damage at 1000m,Damage at 1500m,Damage at 2000m,Weapon Class,Magazine Class,Weapon Mass,Magazine Mass,Mass per Ammo,Caliber
HK416 D14.5,M855,30,8.460,,single|fullauto,0800.0,0.0005818,6,891.91148,948.842,-0.94,-0.00076000,05.89,31.40,98.11,7.370,6.831,6.331,5.868,5.438,3.719,2.543,1.739,rhs_weap_hk416d145,rhs_mag_30rnd_556x45_m855_stanag,77,9.35,0.312,0.44
HK416 D14.5,M856 Tracer,30,8.460,,single|fullauto,0800.0,0.0005818,6,891.91148,948.842,-0.94,-0.00076000,05.89,31.40,98.11,7.370,6.831,6.331,5.868,5.438,3.719,2.543,1.739,rhs_weap_hk416d145,rhs_mag_30rnd_556x45_m855_stanag_tracer_red,77,9.35,0.312,0.44
HK416 D14.5,Mk318,30,8.980,,single|fullauto,0800.0,0.0005818,6,893.34404,950,-0.94,-0.00076000,08.58,45.74,142.94,7.827,7.254,6.723,6.231,5.775,3.949,2.701,1.847,rhs_weap_hk416d145,rhs_mag_30rnd_556x45_mk318_stanag,77,9.35,0.312,0.64
HK416 D14.5,Mk262,30,9.682,,single|fullauto,0800.0,0.0005818,6,787.908,838.2,-0.94,-0.00066000,08.00,42.67,133.35,8.520,7.976,7.466,6.989,6.543,4.704,3.382,2.431,rhs_weap_hk416d145,rhs_mag_30rnd_556x45_mk262_stanag,77,9.35,0.312,0.677
HK416 D14.5,M193,30,8.742,,single|fullauto,0800.0,0.0005818,6,915.56,974,-0.94,-0.00077000,07.33,39.10,122.20,7.608,7.045,6.523,6.039,5.592,3.805,2.589,1.762,rhs_weap_hk416d145,rhs_mag_30rnd_556x45_m193_stanag,77,9.35,0.312,0.533881
HK416 D14.5,M196 Tracer,30,8.742,,single|fullauto,0800.0,0.0005818,6,915.56,974,-0.94,-0.00077000,07.33,39.10,122.20,7.608,7.045,6.523,6.039,5.592,3.805,2.589,1.762,rhs_weap_hk416d145,rhs_mag_30rnd_556x45_m196_stanag_tracer_red,77,9.35,0.312,0.533881
HK416 D14.5,M200 Blanks,30,5.885,,single|fullauto,0800.0,0.0005818,6,902.4,920,-0.94,-0.00120000,11.77,62.78,196.17,5.120,4.541,4.027,3.572,3.168,1.739,0.954,0.524,rhs_weap_hk416d145,rhs_mag_30rnd_556x45_m200_stanag,77,9.35,0.312,0.869565
HK416 D14.5,B_556x45_Ball,30,8.460,,single|fullauto,0800.0,0.0005818,6,864.8,920,-0.94,-0.00120000,11.28,60.16,188.00,7.053,6.256,5.548,4.921,4.364,2.395,1.315,0.721,rhs_weap_hk416d145,30rnd_556x45_stanag,77,8,0.267,0.869565
HK416 D14.5,B_556x45_Ball_Tracer_Green,30,8.460,,single|fullauto,0800.0,0.0005818,6,864.8,920,-0.94,-0.00120000,11.28,60.16,188.00,7.053,6.256,5.548,4.921,4.364,2.395,1.315,0.721,rhs_weap_hk416d145,30rnd_556x45_stanag_green,77,8,0.267,0.869565
HK416 D14.5,B_556x45_Ball_Tracer_Red,30,8.460,,single|fullauto,0800.0,0.0005818,6,864.8,920,-0.94,-0.00120000,11.28,60.16,188.00,7.053,6.256,5.548,4.921,4.364,2.395,1.315,0.721,rhs_weap_hk416d145,30rnd_556x45_stanag_red,77,8,0.267,0.869565
HK416 D14.5,Tracer,30,8.460,,single|fullauto,0800.0,0.0005818,6,864.8,920,-0.94,-0.00120000,11.28,60.16,188.00,7.053,6.256,5.548,4.921,4.364,2.395,1.315,0.721,rhs_weap_hk416d145,30rnd_556x45_stanag_tracer_red,77,8,0.267,0.869565
HK416 D14.5,Tracer,30,8.460,,single|fullauto,0800.0,0.0005818,6,864.8,920,-0.94,-0.00120000,11.28,60.16,188.00,7.053,6.256,5.548,4.921,4.364,2.395,1.315,0.721,rhs_weap_hk416d145,30rnd_556x45_stanag_tracer_green,77,8,0.267,0.869565
HK416 D14.5,Tracer,30,8.460,,single|fullauto,0800.0,0.0005818,6,864.8,920,-0.94,-0.00120000,11.28,60.16,188.00,7.053,6.256,5.548,4.921,4.364,2.395,1.315,0.721,rhs_weap_hk416d145,30rnd_556x45_stanag_tracer_yellow,77,8,0.267,0.869565
HK416 D14.5,B_556x45_Ball,30,8.460,,single|fullauto,0800.0,0.0005818,6,864.8,920,-0.94,-0.00120000,11.28,60.16,188.00,7.053,6.256,5.548,4.921,4.364,2.395,1.315,0.721,rhs_weap_hk416d145,30rnd_556x45_stanag_sand,77,8,0.267,0.869565
HK416 D14.5,B_556x45_Ball_Tracer_Green,30,8.460,,single|fullauto,0800.0,0.0005818,6,864.8,920,-0.94,-0.00120000,11.28,60.16,188.00,7.053,6.256,5.548,4.921,4.364,2.395,1.315,0.721,rhs_weap_hk416d145,30rnd_556x45_stanag_sand_green,77,8,0.267,0.869565
HK416 D14.5,B_556x45_Ball_Tracer_Red,30,8.460,,single|fullauto,0800.0,0.0005818,6,864.8,920,-0.94,-0.00120000,11.28,60.16,188.00,7.053,6.256,5.548,4.921,4.364,2.395,1.315,0.721,rhs_weap_hk416d145,30rnd_556x45_stanag_sand_red,77,8,0.267,0.869565
HK416 D14.5,Tracer,30,8.460,,single|fullauto,0800.0,0.0005818,6,864.8,920,-0.94,-0.00120000,11.28,60.16,188.00,7.053,6.256,5.548,4.921,4.364,2.395,1.315,0.721,rhs_weap_hk416d145,30rnd_556x45_stanag_sand_tracer_red,77,8,0.267,0.869565
HK416 D14.5,Tracer,30,8.460,,single|fullauto,0800.0,0.0005818,6,864.8,920,-0.94,-0.00120000,11.28,60.16,188.00,7.053,6.256,5.548,4.921,4.364,2.395,1.315,0.721,rhs_weap_hk416d145,30rnd_556x45_stanag_sand_tracer_green,77,8,0.267,0.869565
HK416 D14.5,Tracer,30,8.460,,single|fullauto,0800.0,0.0005818,6,864.8,920,-0.94,-0.00120000,11.28,60.16,188.00,7.053,6.256,5.548,4.921,4.364,2.395,1.315,0.721,rhs_weap_hk416d145,30rnd_556x45_stanag_sand_tracer_yellow,77,8,0.267,0.869565
HK416 D14.5,M193,20,8.742,,single|fullauto,0800.0,0.0005818,6,915.56,974,-0.94,-0.00077000,07.33,39.10,122.20,7.608,7.045,6.523,6.039,5.592,3.805,2.589,1.762,rhs_weap_hk416d145,rhs_mag_20rnd_556x45_m193_stanag,77,6.25,0.312,0.533881
HK416 D14.5,M196 Tracer,20,8.742,,single|fullauto,0800.0,0.0005818,6,915.56,974,-0.94,-0.00077000,07.33,39.10,122.20,7.608,7.045,6.523,6.039,5.592,3.805,2.589,1.762,rhs_weap_hk416d145,rhs_mag_20rnd_556x45_m196_stanag_tracer_red,77,6.25,0.312,0.533881
HK416 D14.5,M200 Blanks,20,5.885,,single|fullauto,0800.0,0.0005818,6,902.4,920,-0.94,-0.00120000,11.77,62.78,196.17,5.120,4.541,4.027,3.572,3.168,1.739,0.954,0.524,rhs_weap_hk416d145,rhs_mag_20rnd_556x45_m200_stanag,77,6.25,0.312,0.869565
HK416 D14.5,M855,20,8.460,,single|fullauto,0800.0,0.0005818,6,891.91148,948.842,-0.94,-0.00076000,05.89,31.40,98.11,7.370,6.831,6.331,5.868,5.438,3.719,2.543,1.739,rhs_weap_hk416d145,rhs_mag_20rnd_556x45_m855_stanag,77,6.25,0.312,0.44
HK416 D14.5,M855A1 EPR,20,8.460,,single|fullauto,0800.0,0.0005818,6,902.4,960,-0.94,-0.00077200,08.80,46.92,146.64,7.362,6.815,6.308,5.840,5.406,3.675,2.498,1.698,rhs_weap_hk416d145,rhs_mag_20rnd_556x45_m855a1_stanag,77,6.25,0.312,0.65
HK416 D14.5,Mk262,20,9.682,,single|fullauto,0800.0,0.0005818,6,787.908,838.2,-0.94,-0.00066000,08.00,42.67,133.35,8.520,7.976,7.466,6.989,6.543,4.704,3.382,2.431,rhs_weap_hk416d145,rhs_mag_20rnd_556x45_mk262_stanag,77,6.25,0.312,0.677
HK416 D14.5,M193,20,8.742,,single|fullauto,0800.0,0.0005818,6,915.56,974,-0.94,-0.00077000,07.33,39.10,122.20,7.608,7.045,6.523,6.039,5.592,3.805,2.589,1.762,rhs_weap_hk416d145,rhs_mag_20rnd_556x45_m193_2mag_stanag,77,9.35,0.467,0.533881
HK416 D14.5,M196 Tracer,20,8.742,,single|fullauto,0800.0,0.0005818,6,915.56,974,-0.94,-0.00077000,07.33,39.10,122.20,7.608,7.045,6.523,6.039,5.592,3.805,2.589,1.762,rhs_weap_hk416d145,rhs_mag_20rnd_556x45_m196_2mag_stanag_tracer_red,77,9.35,0.467,0.533881
HK416 D14.5,M855,30,8.460,,single|fullauto,0800.0,0.0005818,6,891.91148,948.842,-0.94,-0.00076000,05.89,31.40,98.11,7.370,6.831,6.331,5.868,5.438,3.719,2.543,1.739,rhs_weap_hk416d145,rhs_mag_30rnd_556x45_m855_stanag_pull,77,9.35,0.312,0.44
HK416 D14.5,M855,30,8.460,,single|fullauto,0800.0,0.0005818,6,891.91148,948.842,-0.94,-0.00076000,05.89,31.40,98.11,7.370,6.831,6.331,5.868,5.438,3.719,2.543,1.739,rhs_weap_hk416d145,rhs_mag_30rnd_556x45_m855_stanag_ranger,77,9.35,0.312,0.44
HK416 D14.5,M856 Tracer,30,8.460,,single|fullauto,0800.0,0.0005818,6,891.91148,948.842,-0.94,-0.00076000,05.89,31.40,98.11,7.370,6.831,6.331,5.868,5.438,3.719,2.543,1.739,rhs_weap_hk416d145,rhs_mag_30rnd_556x45_m855_stanag_pull_tracer_red,77,9.35,0.312,0.44
HK416 D14.5,M856 Tracer,30,8.460,,single|fullauto,0800.0,0.0005818,6,891.91148,948.842,-0.94,-0.00076000,05.89,31.40,98.11,7.370,6.831,6.331,5.868,5.438,3.719,2.543,1.739,rhs_weap_hk416d145,rhs_mag_30rnd_556x45_m855_stanag_ranger_tracer_red,77,9.35,0.312,0.44
HK416 D14.5,M855A1 EPR (Puller),30,8.460,,single|fullauto,0800.0,0.0005818,6,902.4,960,-0.94,-0.00077200,08.80,46.92,146.64,7.362,6.815,6.308,5.840,5.406,3.675,2.498,1.698,rhs_weap_hk416d145,rhs_mag_30rnd_556x45_m855a1_stanag_pull,77,9.35,0.312,0.65
HK416 D14.5,M855A1 EPR,30,8.460,,single|fullauto,0800.0,0.0005818,6,902.4,960,-0.94,-0.00077200,08.80,46.92,146.64,7.362,6.815,6.308,5.840,5.406,3.675,2.498,1.698,rhs_weap_hk416d145,rhs_mag_30rnd_556x45_m855a1_stanag_ranger,77,9.35,0.312,0.65
HK416 D14.5,M856A1 Tracer,30,8.460,,single|fullauto,0800.0,0.0005818,6,902.4,960,-0.94,-0.00077200,08.80,46.92,146.64,7.362,6.815,6.308,5.840,5.406,3.675,2.498,1.698,rhs_weap_hk416d145,rhs_mag_30rnd_556x45_m855a1_stanag_pull_tracer_red,77,9.35,0.312,0.65
HK416 D14.5,M856A1 Tracer,30,8.460,,single|fullauto,0800.0,0.0005818,6,902.4,960,-0.94,-0.00077200,08.80,46.92,146.64,7.362,6.815,6.308,5.840,5.406,3.675,2.498,1.698,rhs_weap_hk416d145,rhs_mag_30rnd_556x45_m855a1_stanag_ranger_tracer_red,77,9.35,0.312,0.65
HK416 D14.5,Mk318,30,8.980,,single|fullauto,0800.0,0.0005818,6,893.34404,950,-0.94,-0.00076000,08.58,45.74,142.94,7.827,7.254,6.723,6.231,5.775,3.949,2.701,1.847,rhs_weap_hk416d145,rhs_mag_30rnd_556x45_mk318_stanag_pull,77,9.35,0.312,0.64
HK416 D14.5,Mk318,30,8.980,,single|fullauto,0800.0,0.0005818,6,893.34404,950,-0.94,-0.00076000,08.58,45.74,142.94,7.827,7.254,6.723,6.231,5.775,3.949,2.701,1.847,rhs_weap_hk416d145,rhs_mag_30rnd_556x45_mk318_stanag_ranger,77,9.35,0.312,0.64
HK416 D14.5,Mk262,30,9.682,,single|fullauto,0800.0,0.0005818,6,787.908,838.2,-0.94,-0.00066000,08.00,42.67,133.35,8.520,7.976,7.466,6.989,6.543,4.704,3.382,2.431,rhs_weap_hk416d145,rhs_mag_30rnd_556x45_mk262_stanag_pull,77,9.35,0.312,0.677
HK416 D14.5,Mk262,30,9.682,,single|fullauto,0800.0,0.0005818,6,787.908,838.2,-0.94,-0.00066000,08.00,42.67,133.35,8.520,7.976,7.466,6.989,6.543,4.704,3.382,2.431,rhs_weap_hk416d145,rhs_mag_30rnd_556x45_mk262_stanag_ranger,77,9.35,0.312,0.677
HK416 D14.5,M855A1 EPR,30,8.460,,single|fullauto,0800.0,0.0005818,6,902.4,960,-0.94,-0.00077200,08.80,46.92,146.64,7.362,6.815,6.308,5.840,5.406,3.675,2.498,1.698,rhs_weap_hk416d145,rhs_mag_30rnd_556x45_m855a1_epm,77,9.35,0.312,0.65
HK416 D14.5,M856A1 Tracer,30,8.460,,single|fullauto,0800.0,0.0005818,6,902.4,960,-0.94,-0.00077200,08.80,46.92,146.64,7.362,6.815,6.308,5.840,5.406,3.675,2.498,1.698,rhs_weap_hk416d145,rhs_mag_30rnd_556x45_m855a1_epm_tracer_red,77,9.35,0.312,0.65
HK416 D14.5,M855A1 EPR,30,8.460,,single|fullauto,0800.0,0.0005818,6,902.4,960,-0.94,-0.00077200,08.80,46.92,146.64,7.362,6.815,6.308,5.840,5.406,3.675,2.498,1.698,rhs_weap_hk416d145,rhs_mag_30rnd_556x45_m855a1_epm_pull,77,9.35,0.312,0.65
HK416 D14.5,M856A1 Tracer,30,8.460,,single|fullauto,0800.0,0.0005818,6,902.4,960,-0.94,-0.00077200,08.80,46.92,146.64,7.362,6.815,6.308,5.840,5.406,3.675,2.498,1.698,rhs_weap_hk416d145,rhs_mag_30rnd_556x45_m855a1_epm_pull_tracer_red,77,9.35,0.312,0.65
HK416 D14.5,M855A1 EPR,30,8.460,,single|fullauto,0800.0,0.0005818,6,902.4,960,-0.94,-0.00077200,08.80,46.92,146.64,7.362,6.815,6.308,5.840,5.406,3.675,2.498,1.698,rhs_weap_hk416d145,rhs_mag_30rnd_556x45_m855a1_epm_ranger,77,9.35,0.312,0.65
HK416 D14.5,M856A1 Tracer,30,8.460,,single|fullauto,0800.0,0.0005818,6,902.4,960,-0.94,-0.00077200,08.80,46.92,146.64,7.362,6.815,6.308,5.840,5.406,3.675,2.498,1.698,rhs_weap_hk416d145,rhs_mag_30rnd_556x45_m855a1_epm_ranger_tracer_red,77,9.35,0.312,0.65
HK416 D14.5,Mk318,30,8.980,,single|fullauto,0800.0,0.0005818,6,893.34404,950,-0.94,-0.00076000,08.58,45.74,142.94,7.827,7.254,6.723,6.231,5.775,3.949,2.701,1.847,rhs_weap_hk416d145,rhs_mag_30rnd_556x45_mk318_scar,77,9.35,0.312,0.64
HK416 D14.5,Mk318,30,8.980,,single|fullauto,0800.0,0.0005818,6,893.34404,950,-0.94,-0.00076000,08.58,45.74,142.94,7.827,7.254,6.723,6.231,5.775,3.949,2.701,1.847,rhs_weap_hk416d145,rhs_mag_30rnd_556x45_mk318_scar_pull,77,9.35,0.312,0.64
HK416 D14.5,Mk318,30,8.980,,single|fullauto,0800.0,0.0005818,6,893.34404,950,-0.94,-0.00076000,08.58,45.74,142.94,7.827,7.254,6.723,6.231,5.775,3.949,2.701,1.847,rhs_weap_hk416d145,rhs_mag_30rnd_556x45_mk318_scar_ranger,77,9.35,0.312,0.64
HK416 D14.5,M855A1 EPR,30,8.460,,single|fullauto,0800.0,0.0005818,6,902.4,960,-0.94,-0.00077200,08.80,46.92,146.64,7.362,6.815,6.308,5.840,5.406,3.675,2.498,1.698,rhs_weap_hk416d145,rhs_mag_30rnd_556x45_m855a1_pmag,77,9.35,0.312,0.65
HK416 D14.5,M856A1 Tracer,30,8.460,,single|fullauto,0800.0,0.0005818,6,902.4,960,-0.94,-0.00077200,08.80,46.92,146.64,7.362,6.815,6.308,5.840,5.406,3.675,2.498,1.698,rhs_weap_hk416d145,rhs_mag_30rnd_556x45_m855a1_pmag_tracer_red,77,9.35,0.312,0.65
HK416 D14.5,M855,30,8.460,,single|fullauto,0800.0,0.0005818,6,891.91148,948.842,-0.94,-0.00076000,05.89,31.40,98.11,7.370,6.831,6.331,5.868,5.438,3.719,2.543,1.739,rhs_weap_hk416d145,rhs_mag_30rnd_556x45_m855_pmag,77,9.35,0.312,0.44
HK416 D14.5,M856 Tracer,30,8.460,,single|fullauto,0800.0,0.0005818,6,891.91148,948.842,-0.94,-0.00076000,05.89,31.40,98.11,7.370,6.831,6.331,5.868,5.438,3.719,2.543,1.739,rhs_weap_hk416d145,rhs_mag_30rnd_556x45_m855_pmag_tracer_red,77,9.35,0.312,0.44
HK416 D14.5,Mk318,30,8.980,,single|fullauto,0800.0,0.0005818,6,893.34404,950,-0.94,-0.00076000,08.58,45.74,142.94,7.827,7.254,6.723,6.231,5.775,3.949,2.701,1.847,rhs_weap_hk416d145,rhs_mag_30rnd_556x45_mk318_pmag,77,9.35,0.312,0.64
HK416 D14.5,Mk262,30,9.682,,single|fullauto,0800.0,0.0005818,6,787.908,838.2,-0.94,-0.00066000,08.00,42.67,133.35,8.520,7.976,7.466,6.989,6.543,4.704,3.382,2.431,rhs_weap_hk416d145,rhs_mag_30rnd_556x45_mk262_pmag,77,9.35,0.312,0.677
HK416 D14.5,M855A1 EPR,30,8.460,,single|fullauto,0800.0,0.0005818,6,902.4,960,-0.94,-0.00077200,08.80,46.92,146.64,7.362,6.815,6.308,5.840,5.406,3.675,2.498,1.698,rhs_weap_hk416d145,rhs_mag_30rnd_556x45_m855a1_pmag_tan,77,9.35,0.312,0.65
HK416 D14.5,M856A1 Tracer,30,8.460,,single|fullauto,0800.0,0.0005818,6,902.4,960,-0.94,-0.00077200,08.80,46.92,146.64,7.362,6.815,6.308,5.840,5.406,3.675,2.498,1.698,rhs_weap_hk416d145,rhs_mag_30rnd_556x45_m855a1_pmag_tan_tracer_red,77,9.35,0.312,0.65
HK416 D14.5,M855,30,8.460,,single|fullauto,0800.0,0.0005818,6,891.91148,948.842,-0.94,-0.00076000,05.89,31.40,98.11,7.370,6.831,6.331,5.868,5.438,3.719,2.543,1.739,rhs_weap_hk416d145,rhs_mag_30rnd_556x45_m855_pmag_tan,77,9.35,0.312,0.44
HK416 D14.5,M856 Tracer,30,8.460,,single|fullauto,0800.0,0.0005818,6,891.91148,948.842,-0.94,-0.00076000,05.89,31.40,98.11,7.370,6.831,6.331,5.868,5.438,3.719,2.543,1.739,rhs_weap_hk416d145,rhs_mag_30rnd_556x45_m855_pmag_tan_tracer_red,77,9.35,0.312,0.44
HK416 D14.5,Mk318,30,8.980,,single|fullauto,0800.0,0.0005818,6,893.34404,950,-0.94,-0.00076000,08.58,45.74,142.94,7.827,7.254,6.723,6.231,5.775,3.949,2.701,1.847,rhs_weap_hk416d145,rhs_mag_30rnd_556x45_mk318_pmag_tan,77,9.35,0.312,0.64
HK416 D14.5,Mk262,30,9.682,,single|fullauto,0800.0,0.0005818,6,787.908,838.2,-0.94,-0.00066000,08.00,42.67,133.35,8.520,7.976,7.466,6.989,6.543,4.704,3.382,2.431,rhs_weap_hk416d145,rhs_mag_30rnd_556x45_mk262_pmag_tan,77,9.35,0.312,0.677
HK416 D14.5,B_556x45_Ball_Tracer_Red,150,8.552,,single|fullauto,0800.0,0.0005818,6,874.1999999999999,920,-0.94,-0.00120000,11.40,60.81,190.04,7.207,6.392,5.669,5.028,4.460,2.448,1.343,0.737,rhs_weap_hk416d145,150rnd_556x45_drum_mag_f,77,30,0.2,0.869565
HK416 D14.5,Tracer,150,8.552,,single|fullauto,0800.0,0.0005818,6,874.1999999999999,920,-0.94,-0.00120000,11.40,60.81,190.04,7.207,6.392,5.669,5.028,4.460,2.448,1.343,0.737,rhs_weap_hk416d145,150rnd_556x45_drum_mag_tracer_f,77,30,0.2,0.869565
HK416 D14.5,B_556x45_Ball_Tracer_Red,150,8.552,,single|fullauto,0800.0,0.0005818,6,874.1999999999999,920,-0.94,-0.00120000,11.40,60.81,190.04,7.207,6.392,5.669,5.028,4.460,2.448,1.343,0.737,rhs_weap_hk416d145,150rnd_556x45_drum_sand_mag_f,77,30,0.2,0.869565
HK416 D14.5,Tracer,150,8.552,,single|fullauto,0800.0,0.0005818,6,874.1999999999999,920,-0.94,-0.00120000,11.40,60.81,190.04,7.207,6.392,5.669,5.028,4.460,2.448,1.343,0.737,rhs_weap_hk416d145,150rnd_556x45_drum_sand_mag_tracer_f,77,30,0.2,0.869565
HK416 D14.5,B_556x45_Ball_Tracer_Red,150,8.552,,single|fullauto,0800.0,0.0005818,6,874.1999999999999,920,-0.94,-0.00120000,11.40,60.81,190.04,7.207,6.392,5.669,5.028,4.460,2.448,1.343,0.737,rhs_weap_hk416d145,150rnd_556x45_drum_green_mag_f,77,30,0.2,0.869565
HK416 D14.5,Tracer,150,8.552,,single|fullauto,0800.0,0.0005818,6,874.1999999999999,920,-0.94,-0.00120000,11.40,60.81,190.04,7.207,6.392,5.669,5.028,4.460,2.448,1.343,0.737,rhs_weap_hk416d145,150rnd_556x45_drum_green_mag_tracer_f,77,30,0.2,0.869565
HK416 D14.5,M855A1 EPR,100,8.460,,single|fullauto,0800.0,0.0005818,6,902.4,960,-0.94,-0.00077200,08.80,46.92,146.64,7.362,6.815,6.308,5.840,5.406,3.675,2.498,1.698,rhs_weap_hk416d145,rhs_mag_100rnd_556x45_m855a1_cmag,77,34.65,0.346,0.65
HK416 D14.5,M855A1 (Mixed),100,8.460,,single|fullauto,0800.0,0.0005818,6,902.4,960,-0.94,-0.00077200,08.80,46.92,146.64,7.362,6.815,6.308,5.840,5.406,3.675,2.498,1.698,rhs_weap_hk416d145,rhs_mag_100rnd_556x45_m855a1_cmag_mixed,77,34.65,0.346,0.65
HK416 D14.5,M855,100,8.460,,single|fullauto,0800.0,0.0005818,6,891.91148,948.842,-0.94,-0.00076000,05.89,31.40,98.11,7.370,6.831,6.331,5.868,5.438,3.719,2.543,1.739,rhs_weap_hk416d145,rhs_mag_100rnd_556x45_m855_cmag,77,34.65,0.346,0.44
HK416 D14.5,M855 (Mixed),100,8.460,,single|fullauto,0800.0,0.0005818,6,891.91148,948.842,-0.94,-0.00076000,05.89,31.40,98.11,7.370,6.831,6.331,5.868,5.438,3.719,2.543,1.739,rhs_weap_hk416d145,rhs_mag_100rnd_556x45_m855_cmag_mixed,77,34.65,0.346,0.44
HK416 D14.5,Mk318,100,8.980,,single|fullauto,0800.0,0.0005818,6,893.34404,950,-0.94,-0.00076000,08.58,45.74,142.94,7.827,7.254,6.723,6.231,5.775,3.949,2.701,1.847,rhs_weap_hk416d145,rhs_mag_100rnd_556x45_mk318_cmag,77,34.65,0.346,0.64
HK416 D14.5,Mk262,100,9.682,,single|fullauto,0800.0,0.0005818,6,787.908,838.2,-0.94,-0.00066000,08.00,42.67,133.35,8.520,7.976,7.466,6.989,6.543,4.704,3.382,2.431,rhs_weap_hk416d145,rhs_mag_100rnd_556x45_mk262_cmag,77,34.65,0.346,0.677
